Experiment,Model×Hyperparameter,Subject,N_Folds,Mean_Accuracy,Median_Accuracy,Min_Accuracy,Max_Accuracy,Std_Dev,N_Correctly_Classified,Pct_Correctly_Classified,Fold_Accuracies,Fold_IDs
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-3,1,0.8199,0.8199,0.8199,0.8199,0.0000,1,100.00,0.8199,sub-3_sub-62
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-30,1,0.8625,0.8625,0.8625,0.8625,0.0000,1,100.00,0.8625,sub-30_sub-54
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-32,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-33,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-35,1,0.8355,0.8355,0.8355,0.8355,0.0000,1,100.00,0.8355,sub-35_sub-39
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-36,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-37,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-38,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-39,2,0.7825,0.7825,0.7295,0.8355,0.0749,2,100.00,0.8355;0.7295,sub-35_sub-39;sub-19_sub-39
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-4,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-40,1,0.7548,0.7548,0.7548,0.7548,0.0000,1,100.00,0.7548,sub-22_sub-40
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-41,1,0.8447,0.8447,0.8447,0.8447,0.0000,1,100.00,0.8447,sub-18_sub-41
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-42,1,0.8697,0.8697,0.8697,0.8697,0.0000,1,100.00,0.8697,sub-24_sub-42
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-43,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-44,1,0.7391,0.7391,0.7391,0.7391,0.0000,1,100.00,0.7391,sub-14_sub-44
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-45,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-47,1,0.8170,0.8170,0.8170,0.8170,0.0000,1,100.00,0.8170,sub-28_sub-47
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-48,1,0.8206,0.8206,0.8206,0.8206,0.0000,1,100.00,0.8206,sub-7_sub-48
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-49,2,0.7310,0.7310,0.5754,0.8867,0.2201,2,100.00,0.5754;0.8867,sub-6_sub-49;sub-8_sub-49
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-5,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-50,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-51,1,0.7445,0.7445,0.7445,0.7445,0.0000,1,100.00,0.7445,sub-18_sub-51
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-54,1,0.8625,0.8625,0.8625,0.8625,0.0000,1,100.00,0.8625,sub-30_sub-54
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-55,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-56,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-57,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-58,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-59,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-6,1,0.5754,0.5754,0.5754,0.5754,0.0000,1,100.00,0.5754,sub-6_sub-49
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-60,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-61,1,0.6239,0.6239,0.6239,0.6239,0.0000,1,100.00,0.6239,sub-14_sub-61
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-62,1,0.8199,0.8199,0.8199,0.8199,0.0000,1,100.00,0.8199,sub-3_sub-62
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-63,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-64,1,0.7772,0.7772,0.7772,0.7772,0.0000,1,100.00,0.7772,sub-15_sub-64
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-65,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-7,1,0.8206,0.8206,0.8206,0.8206,0.0000,1,100.00,0.8206,sub-7_sub-48
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-8,1,0.8867,0.8867,0.8867,0.8867,0.0000,1,100.00,0.8867,sub-8_sub-49
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-1,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-10,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-11,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-13,1,0.5283,0.5283,0.5283,0.5283,0.0000,1,100.00,0.5283,sub-13_sub-59
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-14,1,0.7265,0.7265,0.7265,0.7265,0.0000,1,100.00,0.7265,sub-14_sub-58
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-15,1,0.4918,0.4918,0.4918,0.4918,0.0000,0,0.00,0.4918,sub-15_sub-61
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-16,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-17,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-18,2,0.7565,0.7565,0.7213,0.7917,0.0498,2,100.00,0.7213;0.7917,sub-18_sub-44;sub-18_sub-57
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-19,1,0.5694,0.5694,0.5694,0.5694,0.0000,1,100.00,0.5694,sub-19_sub-63
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-2,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-21,1,0.6396,0.6396,0.6396,0.6396,0.0000,1,100.00,0.6396,sub-21_sub-63
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-22,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-23,1,0.5600,0.5600,0.5600,0.5600,0.0000,1,100.00,0.5600,sub-23_sub-56
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-24,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-25,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-27,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-28,1,0.7036,0.7036,0.7036,0.7036,0.0000,1,100.00,0.7036,sub-28_sub-38
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-3,1,0.5784,0.5784,0.5784,0.5784,0.0000,1,100.00,0.5784,sub-3_sub-60
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-30,1,0.7544,0.7544,0.7544,0.7544,0.0000,1,100.00,0.7544,sub-30_sub-49
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-32,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-33,1,0.5946,0.5946,0.5946,0.5946,0.0000,1,100.00,0.5946,sub-33_sub-56
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-35,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-36,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-37,1,0.6917,0.6917,0.6917,0.6917,0.0000,1,100.00,0.6917,sub-8_sub-37
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-38,1,0.7036,0.7036,0.7036,0.7036,0.0000,1,100.00,0.7036,sub-28_sub-38
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-39,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-4,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-40,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-41,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-42,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-43,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-44,1,0.7213,0.7213,0.7213,0.7213,0.0000,1,100.00,0.7213,sub-18_sub-44
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-45,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-47,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-48,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-49,1,0.7544,0.7544,0.7544,0.7544,0.0000,1,100.00,0.7544,sub-30_sub-49
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-5,1,0.6853,0.6853,0.6853,0.6853,0.0000,1,100.00,0.6853,sub-5_sub-56
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-50,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-51,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-54,1,0.5876,0.5876,0.5876,0.5876,0.0000,1,100.00,0.5876,sub-6_sub-54
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-55,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-56,3,0.6133,0.5946,0.5600,0.6853,0.0647,3,100.00,0.6853;0.5946;0.5600,sub-5_sub-56;sub-33_sub-56;sub-23_sub-56
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-57,1,0.7917,0.7917,0.7917,0.7917,0.0000,1,100.00,0.7917,sub-18_sub-57
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-58,1,0.7265,0.7265,0.7265,0.7265,0.0000,1,100.00,0.7265,sub-14_sub-58
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-59,1,0.5283,0.5283,0.5283,0.5283,0.0000,1,100.00,0.5283,sub-13_sub-59
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-6,1,0.5876,0.5876,0.5876,0.5876,0.0000,1,100.00,0.5876,sub-6_sub-54
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-60,1,0.5784,0.5784,0.5784,0.5784,0.0000,1,100.00,0.5784,sub-3_sub-60
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-61,1,0.4918,0.4918,0.4918,0.4918,0.0000,0,0.00,0.4918,sub-15_sub-61
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-62,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-63,2,0.6045,0.6045,0.5694,0.6396,0.0496,2,100.00,0.6396;0.5694,sub-21_sub-63;sub-19_sub-63
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-64,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-65,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-7,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-8,1,0.6917,0.6917,0.6917,0.6917,0.0000,1,100.00,0.6917,sub-8_sub-37
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-1,2,0.6255,0.6255,0.5789,0.6720,0.0658,2,100.00,0.5789;0.6720,sub-1_sub-61;sub-1_sub-65
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-10,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-11,2,0.6085,0.6085,0.4642,0.7527,0.2039,1,50.00,0.4642;0.7527,sub-11_sub-59;sub-11_sub-54
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-13,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-14,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-15,2,0.6598,0.6598,0.6217,0.6978,0.0538,2,100.00,0.6217;0.6978,sub-15_sub-51;sub-15_sub-41
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-16,1,0.7657,0.7657,0.7657,0.7657,0.0000,1,100.00,0.7657,sub-16_sub-42
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-17,1,0.8997,0.8997,0.8997,0.8997,0.0000,1,100.00,0.8997,sub-17_sub-62
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-18,2,0.7121,0.7121,0.5749,0.8493,0.1941,2,100.00,0.8493;0.5749,sub-18_sub-62;sub-18_sub-59
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-19,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-2,2,0.6585,0.6585,0.6485,0.6686,0.0142,2,100.00,0.6485;0.6686,sub-2_sub-39;sub-2_sub-54
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-21,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-22,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-23,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-24,2,0.8727,0.8727,0.8366,0.9089,0.0512,2,100.00,0.9089;0.8366,sub-24_sub-55;sub-24_sub-48
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-25,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-27,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-28,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-3,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-30,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
ANOVA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-32,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
