Experiment,Model×Hyperparameter,Subject,N_Folds,Mean_Accuracy,Median_Accuracy,Min_Accuracy,Max_Accuracy,Std_Dev,N_Correctly_Classified,Pct_Correctly_Classified,Fold_Accuracies,Fold_IDs
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-33,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-35,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-36,1,0.5522,0.5522,0.5522,0.5522,0.0000,1,100.00,0.5522,sub-36_sub-44
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-37,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-38,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-39,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-4,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-40,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-41,2,0.5421,0.5421,0.5308,0.5534,0.0160,2,100.00,0.5534;0.5308,sub-18_sub-41;sub-15_sub-41
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-42,1,0.7179,0.7179,0.7179,0.7179,0.0000,1,100.00,0.7179,sub-24_sub-42
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-43,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-44,1,0.5522,0.5522,0.5522,0.5522,0.0000,1,100.00,0.5522,sub-36_sub-44
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-45,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-47,1,0.5266,0.5266,0.5266,0.5266,0.0000,1,100.00,0.5266,sub-28_sub-47
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-48,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-49,1,0.6865,0.6865,0.6865,0.6865,0.0000,1,100.00,0.6865,sub-7_sub-49
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-5,1,0.5124,0.5124,0.5124,0.5124,0.0000,1,100.00,0.5124,sub-5_sub-56
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-50,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-51,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-54,1,0.6760,0.6760,0.6760,0.6760,0.0000,1,100.00,0.6760,sub-30_sub-54
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-55,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-56,1,0.5124,0.5124,0.5124,0.5124,0.0000,1,100.00,0.5124,sub-5_sub-56
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-57,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-58,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-59,2,0.5372,0.5372,0.5231,0.5513,0.0199,2,100.00,0.5513;0.5231,sub-13_sub-59;sub-18_sub-59
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-6,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-60,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-61,1,0.5913,0.5913,0.5913,0.5913,0.0000,1,100.00,0.5913,sub-1_sub-61
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-62,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-63,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-64,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-65,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-7,1,0.6865,0.6865,0.6865,0.6865,0.0000,1,100.00,0.6865,sub-7_sub-49
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-8,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=15, weights=uniform)",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-1,1,0.5839,0.5839,0.5839,0.5839,0.0000,1,100.00,0.5839,sub-1_sub-65
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-10,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-11,2,0.5540,0.5540,0.5456,0.5624,0.0119,2,100.00,0.5624;0.5456,sub-11_sub-59;sub-11_sub-54
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-13,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-14,2,0.4887,0.4887,0.4827,0.4947,0.0085,0,0.00,0.4827;0.4947,sub-14_sub-58;sub-14_sub-61
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-15,2,0.4942,0.4942,0.4664,0.5219,0.0392,1,50.00,0.4664;0.5219,sub-15_sub-61;sub-15_sub-64
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-16,1,0.4861,0.4861,0.4861,0.4861,0.0000,0,0.00,0.4861,sub-16_sub-42
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-17,1,0.5198,0.5198,0.5198,0.5198,0.0000,1,100.00,0.5198,sub-17_sub-62
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-18,2,0.4247,0.4247,0.3743,0.4750,0.0712,0,0.00,0.3743;0.4750,sub-18_sub-51;sub-18_sub-57
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-19,2,0.5221,0.5221,0.4903,0.5538,0.0449,1,50.00,0.5538;0.4903,sub-19_sub-39;sub-19_sub-63
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-2,1,0.5043,0.5043,0.5043,0.5043,0.0000,1,100.00,0.5043,sub-2_sub-54
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-21,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-22,1,0.5136,0.5136,0.5136,0.5136,0.0000,1,100.00,0.5136,sub-22_sub-40
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-23,1,0.4024,0.4024,0.4024,0.4024,0.0000,0,0.00,0.4024,sub-23_sub-56
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-24,1,0.5010,0.5010,0.5010,0.5010,0.0000,1,100.00,0.5010,sub-24_sub-55
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-25,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-27,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-28,1,0.5245,0.5245,0.5245,0.5245,0.0000,1,100.00,0.5245,sub-28_sub-38
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-3,1,0.7620,0.7620,0.7620,0.7620,0.0000,1,100.00,0.7620,sub-3_sub-62
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-30,1,0.6021,0.6021,0.6021,0.6021,0.0000,1,100.00,0.6021,sub-30_sub-49
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-32,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-33,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-35,2,0.5061,0.5061,0.4867,0.5255,0.0275,1,50.00,0.4867;0.5255,sub-35_sub-50;sub-35_sub-39
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-36,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-37,1,0.5254,0.5254,0.5254,0.5254,0.0000,1,100.00,0.5254,sub-8_sub-37
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-38,1,0.5245,0.5245,0.5245,0.5245,0.0000,1,100.00,0.5245,sub-28_sub-38
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-39,2,0.5397,0.5397,0.5255,0.5538,0.0200,2,100.00,0.5255;0.5538,sub-35_sub-39;sub-19_sub-39
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-4,1,0.5574,0.5574,0.5574,0.5574,0.0000,1,100.00,0.5574,sub-4_sub-44
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-40,1,0.5136,0.5136,0.5136,0.5136,0.0000,1,100.00,0.5136,sub-22_sub-40
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-41,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-42,1,0.4861,0.4861,0.4861,0.4861,0.0000,0,0.00,0.4861,sub-16_sub-42
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-43,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-44,1,0.5574,0.5574,0.5574,0.5574,0.0000,1,100.00,0.5574,sub-4_sub-44
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-45,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-46,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-47,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-48,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-49,2,0.5760,0.5760,0.5499,0.6021,0.0369,2,100.00,0.6021;0.5499,sub-30_sub-49;sub-6_sub-49
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-5,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-50,1,0.4867,0.4867,0.4867,0.4867,0.0000,0,0.00,0.4867,sub-35_sub-50
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-51,1,0.3743,0.3743,0.3743,0.3743,0.0000,0,0.00,0.3743,sub-18_sub-51
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-52,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-53,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-54,3,0.5336,0.5456,0.5043,0.5509,0.0255,3,100.00,0.5509;0.5043;0.5456,sub-6_sub-54;sub-2_sub-54;sub-11_sub-54
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-55,1,0.5010,0.5010,0.5010,0.5010,0.0000,1,100.00,0.5010,sub-24_sub-55
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-56,1,0.4024,0.4024,0.4024,0.4024,0.0000,0,0.00,0.4024,sub-23_sub-56
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-57,1,0.4750,0.4750,0.4750,0.4750,0.0000,0,0.00,0.4750,sub-18_sub-57
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-58,2,0.4862,0.4862,0.4827,0.4897,0.0049,0,0.00,0.4897;0.4827,sub-7_sub-58;sub-14_sub-58
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-59,1,0.5624,0.5624,0.5624,0.5624,0.0000,1,100.00,0.5624,sub-11_sub-59
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-6,2,0.5504,0.5504,0.5499,0.5509,0.0007,2,100.00,0.5509;0.5499,sub-6_sub-54;sub-6_sub-49
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-60,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-61,2,0.4806,0.4806,0.4664,0.4947,0.0200,0,0.00,0.4664;0.4947,sub-15_sub-61;sub-14_sub-61
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-62,2,0.6409,0.6409,0.5198,0.7620,0.1712,2,100.00,0.7620;0.5198,sub-3_sub-62;sub-17_sub-62
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-63,1,0.4903,0.4903,0.4903,0.4903,0.0000,0,0.00,0.4903,sub-19_sub-63
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-64,1,0.5219,0.5219,0.5219,0.5219,0.0000,1,100.00,0.5219,sub-15_sub-64
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-65,1,0.5839,0.5839,0.5839,0.5839,0.0000,1,100.00,0.5839,sub-1_sub-65
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-7,1,0.4897,0.4897,0.4897,0.4897,0.0000,0,0.00,0.4897,sub-7_sub-58
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-8,1,0.5254,0.5254,0.5254,0.5254,0.0000,1,100.00,0.5254,sub-8_sub-37
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=1, weights=uniform)",sub-9,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-1,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-10,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-11,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-12,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-13,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-14,1,0.5889,0.5889,0.5889,0.5889,0.0000,1,100.00,0.5889,sub-14_sub-44
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-15,1,0.4386,0.4386,0.4386,0.4386,0.0000,0,0.00,0.4386,sub-15_sub-51
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-16,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-17,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-18,2,0.6926,0.6926,0.6170,0.7683,0.1070,2,100.00,0.7683;0.6170,sub-18_sub-62;sub-18_sub-44
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-19,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-2,1,0.5129,0.5129,0.5129,0.5129,0.0000,1,100.00,0.5129,sub-2_sub-39
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-20,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-21,1,0.5419,0.5419,0.5419,0.5419,0.0000,1,100.00,0.5419,sub-21_sub-63
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-22,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-23,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-24,1,0.5435,0.5435,0.5435,0.5435,0.0000,1,100.00,0.5435,sub-24_sub-48
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-25,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-26,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-27,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-28,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-29,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-3,1,0.2825,0.2825,0.2825,0.2825,0.0000,0,0.00,0.2825,sub-3_sub-60
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-30,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-31,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-32,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-33,1,0.5562,0.5562,0.5562,0.5562,0.0000,1,100.00,0.5562,sub-33_sub-56
PCA_L_2_Random,"KNN (metric=euclidean, neighbors=7, weights=uniform)",sub-34,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,No test data
