Subject,Fold,Model,Accuracy
sub-14,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61,SVM,0.5775
sub-14,sub-14_sub-28_sub-35_sub-59_sub-60_sub-61,MLP_(Neural_Network),0.5384
sub-14,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65,KNN,0.6766
sub-14,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65,XGBoost,0.7325
sub-14,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65,SVM,0.5196
sub-14,sub-14_sub-32_sub-35_sub-41_sub-60_sub-65,MLP_(Neural_Network),0.8430
sub-15,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64,KNN,0.6643
sub-15,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64,XGBoost,0.8132
sub-15,sub-6_sub-15_sub-19_sub-40_sub-49_sub-64,SVM,0.7608
sub-15,sub-2_sub-15_sub-36_sub-37_sub-44_sub-55,KNN,0.6353
sub-15,sub-2_sub-15_sub-36_sub-37_sub-44_sub-55,XGBoost,0.6789
sub-15,sub-2_sub-15_sub-36_sub-37_sub-44_sub-55,SVM,0.6332
sub-15,sub-2_sub-15_sub-36_sub-37_sub-44_sub-55,MLP_(Neural_Network),0.7434
sub-15,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65,KNN,0.7058
sub-15,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65,XGBoost,0.6674
sub-15,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65,SVM,0.6142
sub-15,sub-4_sub-5_sub-15_sub-38_sub-39_sub-65,MLP_(Neural_Network),0.7744
sub-15,sub-15_sub-24_sub-26_sub-41_sub-52_sub-53,KNN,0.7578
sub-15,sub-15_sub-24_sub-26_sub-41_sub-52_sub-53,XGBoost,0.6471
sub-15,sub-15_sub-24_sub-26_sub-41_sub-52_sub-53,SVM,0.7414
sub-15,sub-15_sub-24_sub-26_sub-41_sub-52_sub-53,MLP_(Neural_Network),0.7751
sub-15,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49,KNN,0.6704
sub-15,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49,XGBoost,0.7184
sub-15,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49,SVM,0.6604
sub-15,sub-3_sub-15_sub-21_sub-39_sub-45_sub-49,MLP_(Neural_Network),0.7667
sub-15,sub-15_sub-27_sub-29_sub-45_sub-55_sub-62,KNN,0.7874
sub-15,sub-15_sub-27_sub-29_sub-45_sub-55_sub-62,XGBoost,0.8104
sub-15,sub-15_sub-27_sub-29_sub-45_sub-55_sub-62,SVM,0.7793
sub-15,sub-15_sub-27_sub-29_sub-45_sub-55_sub-62,MLP_(Neural_Network),0.8154
sub-15,sub-15_sub-21_sub-36_sub-38_sub-61_sub-63,KNN,0.5757
sub-15,sub-15_sub-21_sub-36_sub-38_sub-61_sub-63,XGBoost,0.6265
sub-15,sub-15_sub-21_sub-36_sub-38_sub-61_sub-63,SVM,0.5058
sub-15,sub-15_sub-21_sub-36_sub-38_sub-61_sub-63,MLP_(Neural_Network),0.5653
sub-16,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65,KNN,0.6780
sub-16,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65,XGBoost,0.7836
sub-16,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65,SVM,0.6722
sub-16,sub-4_sub-16_sub-20_sub-44_sub-55_sub-65,MLP_(Neural_Network),0.8260
sub-16,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58,KNN,0.6856
sub-16,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58,XGBoost,0.6297
sub-16,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58,SVM,0.6199
sub-16,sub-16_sub-27_sub-31_sub-40_sub-43_sub-58,MLP_(Neural_Network),0.6508
sub-16,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,KNN,0.6555
sub-16,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,XGBoost,0.6484
sub-16,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,SVM,0.6325
sub-16,sub-7_sub-13_sub-16_sub-43_sub-51_sub-54,MLP_(Neural_Network),0.6468
sub-17,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60,KNN,0.6994
sub-17,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60,XGBoost,0.7366
sub-17,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60,SVM,0.6837
sub-17,sub-3_sub-17_sub-23_sub-51_sub-54_sub-60,MLP_(Neural_Network),0.6949
sub-17,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60,KNN,0.6525
sub-17,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60,XGBoost,0.5990
sub-17,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60,SVM,0.6240
sub-17,sub-10_sub-17_sub-30_sub-41_sub-44_sub-60,MLP_(Neural_Network),0.6861
sub-17,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64,KNN,0.7752
sub-17,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64,XGBoost,0.7558
sub-17,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64,SVM,0.8268
sub-17,sub-12_sub-17_sub-33_sub-40_sub-53_sub-64,MLP_(Neural_Network),0.7759
sub-17,sub-17_sub-34_sub-36_sub-37_sub-58_sub-64,KNN,0.7626
sub-17,sub-17_sub-34_sub-36_sub-37_sub-58_sub-64,XGBoost,0.7439
sub-17,sub-17_sub-34_sub-36_sub-37_sub-58_sub-64,SVM,0.7987
sub-17,sub-17_sub-34_sub-36_sub-37_sub-58_sub-64,MLP_(Neural_Network),0.7482
sub-17,sub-17_sub-35_sub-36_sub-50_sub-55_sub-60,KNN,0.6770
sub-17,sub-17_sub-35_sub-36_sub-50_sub-55_sub-60,XGBoost,0.6409
sub-17,sub-17_sub-35_sub-36_sub-50_sub-55_sub-60,SVM,0.5427
sub-17,sub-17_sub-35_sub-36_sub-50_sub-55_sub-60,MLP_(Neural_Network),0.7033
sub-18,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61,KNN,0.6951
sub-18,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61,XGBoost,0.7309
sub-18,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61,SVM,0.6638
sub-18,sub-8_sub-18_sub-35_sub-47_sub-57_sub-61,MLP_(Neural_Network),0.7306
sub-18,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48,KNN,0.7365
sub-18,sub-18_sub-24_sub-30_sub-42_sub-43_sub-48,XGBoost,0.7285
