experiment,subject_id,model,median_accuracy,mean_accuracy,n_folds
PCA_L_2_Random,sub-58,XGBoost,0.3462,0.3462,2
PCA_L_2_Random,sub-59,KNN,0.9486,0.7575,3
PCA_L_2_Random,sub-59,MLP_(Neural_Network),0.0,0.0,3
PCA_L_2_Random,sub-59,SVM,0.0,0.0,3
PCA_L_2_Random,sub-59,XGBoost,0.0,0.0,3
PCA_L_2_Random,sub-60,KNN,0.9894,0.9894,1
PCA_L_2_Random,sub-60,MLP_(Neural_Network),0.0,0.0,1
PCA_L_2_Random,sub-60,SVM,0.0,0.0,1
PCA_L_2_Random,sub-60,XGBoost,0.0,0.0,1
PCA_L_2_Random,sub-61,KNN,0.9882,0.9693,3
PCA_L_2_Random,sub-61,MLP_(Neural_Network),0.0824,0.0876,3
PCA_L_2_Random,sub-61,SVM,0.0294,0.0536,3
PCA_L_2_Random,sub-61,XGBoost,0.2412,0.1928,3
PCA_L_2_Random,sub-62,KNN,0.9239,0.9448,3
PCA_L_2_Random,sub-62,MLP_(Neural_Network),0.0,0.0479,3
PCA_L_2_Random,sub-62,SVM,0.066,0.2403,3
PCA_L_2_Random,sub-62,XGBoost,0.3299,0.2414,3
PCA_L_2_Random,sub-63,KNN,0.7314,0.7314,2
PCA_L_2_Random,sub-63,MLP_(Neural_Network),0.0707,0.0707,2
PCA_L_2_Random,sub-63,SVM,0.0223,0.0223,2
PCA_L_2_Random,sub-63,XGBoost,0.0427,0.0427,2
PCA_L_2_Random,sub-64,KNN,0.9069,0.9069,1
PCA_L_2_Random,sub-64,MLP_(Neural_Network),0.7226,0.7226,1
PCA_L_2_Random,sub-64,SVM,0.0,0.0,1
PCA_L_2_Random,sub-64,XGBoost,0.281,0.281,1
PCA_L_2_Random,sub-65,KNN,0.2761,0.2761,1
PCA_L_2_Random,sub-65,MLP_(Neural_Network),0.0,0.0,1
PCA_L_2_Random,sub-65,SVM,0.0037,0.0037,1
PCA_L_2_Random,sub-65,XGBoost,0.4278,0.4278,1
PCA_L_6_Random,sub-1,KNN,0.4008,0.4008,2
PCA_L_6_Random,sub-1,MLP_(Neural_Network),0.5013,0.5013,2
PCA_L_6_Random,sub-1,SVM,1.0,1.0,2
PCA_L_6_Random,sub-1,XGBoost,1.0,1.0,2
PCA_L_6_Random,sub-2,KNN,0.0306,0.1323,5
PCA_L_6_Random,sub-2,MLP_(Neural_Network),0.9809,0.9224,5
PCA_L_6_Random,sub-2,SVM,0.9082,0.9109,5
PCA_L_6_Random,sub-2,XGBoost,0.9579,0.961,5
PCA_L_6_Random,sub-3,KNN,0.1429,0.1429,2
PCA_L_6_Random,sub-3,MLP_(Neural_Network),1.0,1.0,2
PCA_L_6_Random,sub-3,SVM,0.9384,0.9384,2
PCA_L_6_Random,sub-3,XGBoost,0.9975,0.9975,2
PCA_L_6_Random,sub-4,KNN,0.6799,0.5205,5
PCA_L_6_Random,sub-4,MLP_(Neural_Network),1.0,1.0,5
PCA_L_6_Random,sub-4,SVM,1.0,1.0,5
PCA_L_6_Random,sub-4,XGBoost,0.9978,0.981,5
PCA_L_6_Random,sub-5,KNN,0.5871,0.5066,7
PCA_L_6_Random,sub-5,MLP_(Neural_Network),1.0,1.0,7
PCA_L_6_Random,sub-5,SVM,1.0,1.0,7
PCA_L_6_Random,sub-5,XGBoost,1.0,0.9349,7
PCA_L_6_Random,sub-6,KNN,0.0355,0.1385,7
PCA_L_6_Random,sub-6,MLP_(Neural_Network),0.8889,0.6805,7
PCA_L_6_Random,sub-6,SVM,0.8818,0.9017,7
PCA_L_6_Random,sub-6,XGBoost,0.8558,0.8234,7
PCA_L_6_Random,sub-7,KNN,0.4272,0.4375,4
PCA_L_6_Random,sub-7,MLP_(Neural_Network),0.997,0.7485,4
PCA_L_6_Random,sub-7,SVM,1.0,0.9995,4
PCA_L_6_Random,sub-7,XGBoost,0.9616,0.9591,4
PCA_L_6_Random,sub-8,KNN,0.2438,0.2535,7
PCA_L_6_Random,sub-8,MLP_(Neural_Network),1.0,1.0,7
PCA_L_6_Random,sub-8,SVM,1.0,0.9997,7
PCA_L_6_Random,sub-8,XGBoost,0.9639,0.9294,7
PCA_L_6_Random,sub-9,KNN,0.0751,0.0751,2
PCA_L_6_Random,sub-9,MLP_(Neural_Network),0.979,0.979,2
PCA_L_6_Random,sub-9,SVM,0.9901,0.9901,2
PCA_L_6_Random,sub-9,XGBoost,0.979,0.979,2
PCA_L_6_Random,sub-10,KNN,0.1371,0.1371,2
PCA_L_6_Random,sub-10,MLP_(Neural_Network),0.4941,0.4941,2
PCA_L_6_Random,sub-10,SVM,1.0,1.0,2
PCA_L_6_Random,sub-10,XGBoost,0.8226,0.8226,2
PCA_L_6_Random,sub-11,KNN,0.2464,0.2581,6
PCA_L_6_Random,sub-11,MLP_(Neural_Network),0.9976,0.8754,6
PCA_L_6_Random,sub-11,SVM,0.9564,0.9559,6
PCA_L_6_Random,sub-11,XGBoost,0.989,0.9838,6
PCA_L_6_Random,sub-12,KNN,0.4688,0.4688,2
PCA_L_6_Random,sub-12,MLP_(Neural_Network),0.9405,0.9405,2
PCA_L_6_Random,sub-12,SVM,0.9808,0.9808,2
PCA_L_6_Random,sub-12,XGBoost,0.999,0.999,2
PCA_L_6_Random,sub-13,KNN,0.471,0.5112,5
PCA_L_6_Random,sub-13,MLP_(Neural_Network),1.0,0.9973,5
PCA_L_6_Random,sub-13,SVM,1.0,1.0,5
PCA_L_6_Random,sub-13,XGBoost,0.8919,0.9247,5
PCA_L_6_Random,sub-14,KNN,0.0972,0.1757,5
PCA_L_6_Random,sub-14,MLP_(Neural_Network),1.0,0.9966,5
PCA_L_6_Random,sub-14,SVM,1.0,0.9996,5
PCA_L_6_Random,sub-14,XGBoost,0.957,0.7193,5
PCA_L_6_Random,sub-15,KNN,0.2297,0.3632,7
PCA_L_6_Random,sub-15,MLP_(Neural_Network),0.9932,0.9365,7
PCA_L_6_Random,sub-15,SVM,1.0,0.9585,7
PCA_L_6_Random,sub-15,XGBoost,0.9949,0.945,7
PCA_L_6_Random,sub-16,KNN,0.913,0.7742,3
PCA_L_6_Random,sub-16,MLP_(Neural_Network),1.0,0.9994,3
PCA_L_6_Random,sub-16,SVM,1.0,1.0,3
PCA_L_6_Random,sub-16,XGBoost,0.9573,0.9568,3
PCA_L_6_Random,sub-17,KNN,0.5733,0.5821,5
PCA_L_6_Random,sub-17,MLP_(Neural_Network),1.0,1.0,5
PCA_L_6_Random,sub-17,SVM,1.0,1.0,5
PCA_L_6_Random,sub-17,XGBoost,0.9982,0.9627,5
PCA_L_6_Random,sub-18,KNN,0.281,0.2805,4
PCA_L_6_Random,sub-18,MLP_(Neural_Network),1.0,1.0,4
PCA_L_6_Random,sub-18,SVM,1.0,0.9995,4
PCA_L_6_Random,sub-18,XGBoost,0.9874,0.8523,4
PCA_L_6_Random,sub-19,KNN,0.2817,0.3139,3
PCA_L_6_Random,sub-19,MLP_(Neural_Network),1.0,0.9989,3
PCA_L_6_Random,sub-19,SVM,1.0,0.9989,3
PCA_L_6_Random,sub-19,XGBoost,0.9967,0.9889,3
PCA_L_6_Random,sub-20,KNN,0.4831,0.473,3
PCA_L_6_Random,sub-20,MLP_(Neural_Network),1.0,0.9994,3
PCA_L_6_Random,sub-20,SVM,1.0,1.0,3
PCA_L_6_Random,sub-20,XGBoost,0.9162,0.9334,3
PCA_L_6_Random,sub-21,KNN,0.3832,0.4194,3
PCA_L_6_Random,sub-21,MLP_(Neural_Network),1.0,0.9989,3
PCA_L_6_Random,sub-21,SVM,1.0,1.0,3
PCA_L_6_Random,sub-21,XGBoost,0.9984,0.8158,3
PCA_L_6_Random,sub-22,KNN,0.2392,0.2392,2
PCA_L_6_Random,sub-22,MLP_(Neural_Network),0.999,0.999,2
PCA_L_6_Random,sub-22,SVM,0.9959,0.9959,2
PCA_L_6_Random,sub-22,XGBoost,0.9702,0.9702,2
PCA_L_6_Random,sub-23,KNN,0.274,0.274,2
PCA_L_6_Random,sub-23,MLP_(Neural_Network),1.0,1.0,2
PCA_L_6_Random,sub-23,SVM,0.9951,0.9951,2
PCA_L_6_Random,sub-23,XGBoost,1.0,1.0,2
PCA_L_6_Random,sub-24,KNN,0.7743,0.7895,3
PCA_L_6_Random,sub-24,MLP_(Neural_Network),1.0,1.0,3
PCA_L_6_Random,sub-24,SVM,1.0,1.0,3
PCA_L_6_Random,sub-24,XGBoost,0.9941,0.9901,3
PCA_L_6_Random,sub-25,KNN,0.0138,0.0996,3
PCA_L_6_Random,sub-25,MLP_(Neural_Network),0.8161,0.7548,3
PCA_L_6_Random,sub-25,SVM,0.6874,0.7847,3
PCA_L_6_Random,sub-25,XGBoost,0.6713,0.6276,3
PCA_L_6_Random,sub-26,KNN,0.1997,0.2916,4
PCA_L_6_Random,sub-26,MLP_(Neural_Network),1.0,1.0,4
PCA_L_6_Random,sub-26,SVM,1.0,1.0,4
PCA_L_6_Random,sub-26,XGBoost,0.9728,0.9504,4
PCA_L_6_Random,sub-27,KNN,0.2351,0.2678,4
PCA_L_6_Random,sub-27,MLP_(Neural_Network),1.0,0.8656,4
PCA_L_6_Random,sub-27,SVM,1.0,1.0,4
PCA_L_6_Random,sub-27,XGBoost,0.9798,0.9509,4
PCA_L_6_Random,sub-28,KNN,0.0363,0.1519,7
PCA_L_6_Random,sub-28,MLP_(Neural_Network),1.0,0.9997,7
PCA_L_6_Random,sub-28,SVM,1.0,1.0,7
PCA_L_6_Random,sub-28,XGBoost,0.9981,0.8727,7
PCA_L_6_Random,sub-29,KNN,0.2065,0.2774,3
PCA_L_6_Random,sub-29,MLP_(Neural_Network),1.0,1.0,3
PCA_L_6_Random,sub-29,SVM,1.0,1.0,3
PCA_L_6_Random,sub-29,XGBoost,0.9763,0.9763,3
PCA_L_6_Random,sub-30,KNN,0.6204,0.4947,4
PCA_L_6_Random,sub-30,MLP_(Neural_Network),1.0,1.0,4
PCA_L_6_Random,sub-30,SVM,1.0,1.0,4
PCA_L_6_Random,sub-30,XGBoost,0.9924,0.9642,4
PCA_L_6_Random,sub-31,KNN,0.1587,0.1587,2
PCA_L_6_Random,sub-31,MLP_(Neural_Network),0.9083,0.9083,2
PCA_L_6_Random,sub-31,SVM,0.8646,0.8646,2
PCA_L_6_Random,sub-31,XGBoost,0.7115,0.7115,2
PCA_L_6_Random,sub-32,KNN,0.2156,0.25,6
PCA_L_6_Random,sub-32,MLP_(Neural_Network),0.9723,0.7174,6
PCA_L_6_Random,sub-32,SVM,1.0,0.9996,6
PCA_L_6_Random,sub-32,XGBoost,0.9921,0.9176,6
PCA_L_6_Random,sub-33,KNN,0.3362,0.4234,3
PCA_L_6_Random,sub-33,MLP_(Neural_Network),1.0,1.0,3
PCA_L_6_Random,sub-33,SVM,1.0,1.0,3
PCA_L_6_Random,sub-33,XGBoost,1.0,0.9837,3
PCA_L_6_Random,sub-34,KNN,0.2883,0.4701,3
PCA_L_6_Random,sub-34,MLP_(Neural_Network),1.0,1.0,3
PCA_L_6_Random,sub-34,SVM,1.0,1.0,3
PCA_L_6_Random,sub-34,XGBoost,0.9572,0.9665,3
PCA_L_6_Random,sub-35,KNN,0.4004,0.4432,7
PCA_L_6_Random,sub-35,MLP_(Neural_Network),1.0,0.7151,7
PCA_L_6_Random,sub-35,SVM,1.0,1.0,7
PCA_L_6_Random,sub-35,XGBoost,0.994,0.8649,7
PCA_L_6_Random,sub-36,KNN,0.1919,0.1986,8
PCA_L_6_Random,sub-36,MLP_(Neural_Network),1.0,0.852,8
PCA_L_6_Random,sub-36,SVM,0.9982,0.9926,8
PCA_L_6_Random,sub-36,XGBoost,0.9865,0.9696,8
PCA_L_6_Random,sub-37,KNN,0.7425,0.8124,5
PCA_L_6_Random,sub-37,MLP_(Neural_Network),0.0599,0.1725,5
PCA_L_6_Random,sub-37,SVM,0.2774,0.2495,5
PCA_L_6_Random,sub-37,XGBoost,0.1397,0.1948,5
PCA_L_6_Random,sub-38,KNN,0.4786,0.5125,6
PCA_L_6_Random,sub-38,MLP_(Neural_Network),0.0152,0.3381,6
PCA_L_6_Random,sub-38,SVM,0.0,0.0045,6
PCA_L_6_Random,sub-38,XGBoost,0.0312,0.0464,6
PCA_L_6_Random,sub-39,KNN,0.9082,0.8008,4
PCA_L_6_Random,sub-39,MLP_(Neural_Network),0.1961,0.1974,4
PCA_L_6_Random,sub-39,SVM,0.074,0.1859,4
PCA_L_6_Random,sub-39,XGBoost,0.2861,0.2651,4
PCA_L_6_Random,sub-40,KNN,0.8642,0.7862,5
PCA_L_6_Random,sub-40,MLP_(Neural_Network),0.0197,0.0976,5
PCA_L_6_Random,sub-40,SVM,0.3169,0.2315,5
PCA_L_6_Random,sub-40,XGBoost,0.1732,0.2425,5
PCA_L_6_Random,sub-41,KNN,0.9002,0.7867,8
PCA_L_6_Random,sub-41,MLP_(Neural_Network),0.0564,0.054,8
PCA_L_6_Random,sub-41,SVM,0.0816,0.0614,8
PCA_L_6_Random,sub-41,XGBoost,0.0938,0.1374,8
PCA_L_6_Random,sub-42,KNN,0.7722,0.7847,4
PCA_L_6_Random,sub-42,MLP_(Neural_Network),0.0631,0.0592,4
PCA_L_6_Random,sub-42,SVM,0.0498,0.0903,4
PCA_L_6_Random,sub-42,XGBoost,0.1174,0.133,4
PCA_L_6_Random,sub-43,KNN,0.2201,0.3425,5
PCA_L_6_Random,sub-43,MLP_(Neural_Network),0.0317,0.3425,5
PCA_L_6_Random,sub-43,SVM,0.0037,0.0034,5
PCA_L_6_Random,sub-43,XGBoost,0.0093,0.0515,5
PCA_L_6_Random,sub-44,KNN,0.7842,0.8154,11
PCA_L_6_Random,sub-44,MLP_(Neural_Network),0.2397,0.3456,11
PCA_L_6_Random,sub-44,SVM,0.2979,0.2446,11
PCA_L_6_Random,sub-44,XGBoost,0.1678,0.2277,11
PCA_L_6_Random,sub-45,KNN,0.8002,0.7382,8
PCA_L_6_Random,sub-45,MLP_(Neural_Network),0.0009,0.008,8
PCA_L_6_Random,sub-45,SVM,0.0039,0.0036,8
PCA_L_6_Random,sub-45,XGBoost,0.0009,0.008,8
PCA_L_6_Random,sub-46,KNN,0.9334,0.9334,2
PCA_L_6_Random,sub-46,MLP_(Neural_Network),0.6441,0.6441,2
PCA_L_6_Random,sub-46,SVM,0.1226,0.1226,2
PCA_L_6_Random,sub-46,XGBoost,0.399,0.399,2
PCA_L_6_Random,sub-47,KNN,0.9294,0.9416,5
PCA_L_6_Random,sub-47,MLP_(Neural_Network),0.0,0.018,5
PCA_L_6_Random,sub-47,SVM,0.1373,0.1377,5
PCA_L_6_Random,sub-47,XGBoost,0.1157,0.2475,5
PCA_L_6_Random,sub-48,KNN,0.9395,0.8866,4
PCA_L_6_Random,sub-48,MLP_(Neural_Network),0.0558,0.1569,4
PCA_L_6_Random,sub-48,SVM,0.0085,0.009,4
PCA_L_6_Random,sub-48,XGBoost,0.31,0.3105,4
PCA_L_6_Random,sub-49,KNN,0.9586,0.964,6
PCA_L_6_Random,sub-49,MLP_(Neural_Network),0.1098,0.2861,6
PCA_L_6_Random,sub-49,SVM,0.1551,0.2097,6
PCA_L_6_Random,sub-49,XGBoost,0.1406,0.2749,6
PCA_L_6_Random,sub-50,KNN,0.4061,0.4061,2
PCA_L_6_Random,sub-50,MLP_(Neural_Network),0.501,0.501,2
PCA_L_6_Random,sub-50,SVM,0.0,0.0,2
PCA_L_6_Random,sub-50,XGBoost,0.0282,0.0282,2
PCA_L_6_Random,sub-51,KNN,0.8147,0.7367,6
PCA_L_6_Random,sub-51,MLP_(Neural_Network),0.0,0.0336,6
PCA_L_6_Random,sub-51,SVM,0.005,0.0116,6
PCA_L_6_Random,sub-51,XGBoost,0.0212,0.0879,6
PCA_L_6_Random,sub-52,KNN,0.5268,0.5268,2
PCA_L_6_Random,sub-52,MLP_(Neural_Network),0.4583,0.4583,2
PCA_L_6_Random,sub-52,SVM,0.2311,0.2311,2
PCA_L_6_Random,sub-52,XGBoost,0.1637,0.1637,2
PCA_L_6_Random,sub-53,KNN,0.7673,0.7174,4
PCA_L_6_Random,sub-53,MLP_(Neural_Network),0.0,0.0047,4
PCA_L_6_Random,sub-53,SVM,0.1663,0.1721,4
PCA_L_6_Random,sub-53,XGBoost,0.0568,0.0968,4
PCA_L_6_Random,sub-54,KNN,0.9066,0.8484,6
PCA_L_6_Random,sub-54,MLP_(Neural_Network),0.2066,0.2009,6
PCA_L_6_Random,sub-54,SVM,0.1386,0.1481,6
PCA_L_6_Random,sub-54,XGBoost,0.0406,0.1349,6
PCA_L_6_Random,sub-55,KNN,0.5427,0.5962,5
PCA_L_6_Random,sub-55,MLP_(Neural_Network),0.112,0.3465,5
PCA_L_6_Random,sub-55,SVM,0.0398,0.1199,5
PCA_L_6_Random,sub-55,XGBoost,0.1309,0.2118,5
PCA_L_6_Random,sub-56,KNN,0.9617,0.9676,3
PCA_L_6_Random,sub-56,MLP_(Neural_Network),0.0,0.0,3
PCA_L_6_Random,sub-56,SVM,0.2537,0.2222,3
PCA_L_6_Random,sub-56,XGBoost,0.3038,0.2163,3
PCA_L_6_Random,sub-57,KNN,0.8413,0.8022,7
PCA_L_6_Random,sub-57,MLP_(Neural_Network),0.0172,0.1603,7
PCA_L_6_Random,sub-57,SVM,0.0478,0.0519,7
PCA_L_6_Random,sub-57,XGBoost,0.413,0.4114,7
PCA_L_6_Random,sub-58,KNN,0.6746,0.7128,5
PCA_L_6_Random,sub-58,MLP_(Neural_Network),0.0178,0.1203,5
PCA_L_6_Random,sub-58,SVM,0.0454,0.073,5
PCA_L_6_Random,sub-58,XGBoost,0.1381,0.2091,5
PCA_L_6_Random,sub-59,KNN,0.5781,0.5591,4
PCA_L_6_Random,sub-59,MLP_(Neural_Network),0.0,0.0,4
PCA_L_6_Random,sub-59,SVM,0.0,0.0,4
PCA_L_6_Random,sub-59,XGBoost,0.0,0.2205,4
PCA_L_6_Random,sub-60,KNN,0.7473,0.7174,10
PCA_L_6_Random,sub-60,MLP_(Neural_Network),0.0,0.0,10
PCA_L_6_Random,sub-60,SVM,0.0,0.0,10
PCA_L_6_Random,sub-60,XGBoost,0.0021,0.1034,10
PCA_L_6_Random,sub-61,KNN,0.8471,0.7843,6
PCA_L_6_Random,sub-61,MLP_(Neural_Network),0.0255,0.1941,6
PCA_L_6_Random,sub-61,SVM,0.0461,0.0578,6
PCA_L_6_Random,sub-61,XGBoost,0.1784,0.3226,6
PCA_L_6_Random,sub-62,KNN,0.9306,0.9487,3
PCA_L_6_Random,sub-62,MLP_(Neural_Network),0.0034,0.0028,3
PCA_L_6_Random,sub-62,SVM,0.555,0.5229,3
PCA_L_6_Random,sub-62,XGBoost,0.3181,0.3959,3
PCA_L_6_Random,sub-63,KNN,0.961,0.8488,3
PCA_L_6_Random,sub-63,MLP_(Neural_Network),0.013,0.026,3
PCA_L_6_Random,sub-63,SVM,0.0,0.0062,3
PCA_L_6_Random,sub-63,XGBoost,0.052,0.0595,3
PCA_L_6_Random,sub-64,KNN,0.9334,0.924,6
PCA_L_6_Random,sub-64,MLP_(Neural_Network),0.1998,0.41,6
PCA_L_6_Random,sub-64,SVM,0.489,0.4267,6
PCA_L_6_Random,sub-64,XGBoost,0.313,0.3786,6
PCA_L_6_Random,sub-65,KNN,0.6124,0.5049,5
PCA_L_6_Random,sub-65,MLP_(Neural_Network),0.0018,0.0563,5
PCA_L_6_Random,sub-65,SVM,0.0,0.0004,5
PCA_L_6_Random,sub-65,XGBoost,0.0018,0.1583,5
PCA_L_6_Uniform,sub-1,KNN,0.3029,0.3029,1
PCA_L_6_Uniform,sub-1,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-1,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-1,XGBoost,0.9608,0.9608,1
PCA_L_6_Uniform,sub-2,KNN,0.0822,0.0822,1
PCA_L_6_Uniform,sub-2,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-2,SVM,0.912,0.912,1
PCA_L_6_Uniform,sub-2,XGBoost,0.8566,0.8566,1
PCA_L_6_Uniform,sub-3,KNN,0.069,0.069,1
PCA_L_6_Uniform,sub-3,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-3,SVM,0.9655,0.9655,1
PCA_L_6_Uniform,sub-3,XGBoost,0.7882,0.7882,1
PCA_L_6_Uniform,sub-4,KNN,0.0088,0.0088,1
PCA_L_6_Uniform,sub-4,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-4,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-4,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-5,KNN,0.0022,0.0022,1
PCA_L_6_Uniform,sub-5,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-5,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-5,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-6,KNN,0.0236,0.0236,1
PCA_L_6_Uniform,sub-6,MLP_(Neural_Network),0.9598,0.9598,1
PCA_L_6_Uniform,sub-6,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-6,XGBoost,0.9858,0.9858,1
PCA_L_6_Uniform,sub-7,KNN,0.0197,0.0197,1
PCA_L_6_Uniform,sub-7,MLP_(Neural_Network),0.998,0.998,1
PCA_L_6_Uniform,sub-7,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-7,XGBoost,0.1654,0.1654,1
PCA_L_6_Uniform,sub-8,KNN,0.0451,0.0451,1
PCA_L_6_Uniform,sub-8,MLP_(Neural_Network),0.9977,0.9977,1
PCA_L_6_Uniform,sub-8,SVM,0.9977,0.9977,1
PCA_L_6_Uniform,sub-8,XGBoost,0.088,0.088,1
PCA_L_6_Uniform,sub-9,KNN,0.0468,0.0468,1
PCA_L_6_Uniform,sub-9,MLP_(Neural_Network),0.9901,0.9901,1
PCA_L_6_Uniform,sub-9,SVM,0.9901,0.9901,1
PCA_L_6_Uniform,sub-9,XGBoost,0.2192,0.2192,1
PCA_L_6_Uniform,sub-10,KNN,0.0047,0.0047,1
PCA_L_6_Uniform,sub-10,MLP_(Neural_Network),0.986,0.986,1
PCA_L_6_Uniform,sub-10,SVM,0.9883,0.9883,1
PCA_L_6_Uniform,sub-10,XGBoost,0.9125,0.9125,1
PCA_L_6_Uniform,sub-11,KNN,0.0316,0.0316,1
PCA_L_6_Uniform,sub-11,MLP_(Neural_Network),0.9612,0.9612,1
PCA_L_6_Uniform,sub-11,SVM,0.9466,0.9466,1
PCA_L_6_Uniform,sub-11,XGBoost,0.7063,0.7063,1
PCA_L_6_Uniform,sub-12,KNN,0.006,0.006,1
PCA_L_6_Uniform,sub-12,MLP_(Neural_Network),0.9738,0.9738,1
PCA_L_6_Uniform,sub-12,SVM,0.9718,0.9718,1
PCA_L_6_Uniform,sub-12,XGBoost,0.9032,0.9032,1
PCA_L_6_Uniform,sub-13,KNN,0.0039,0.0039,1
PCA_L_6_Uniform,sub-13,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-13,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-13,XGBoost,0.9942,0.9942,1
PCA_L_6_Uniform,sub-14,KNN,0.0131,0.0131,1
PCA_L_6_Uniform,sub-14,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-14,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-14,XGBoost,0.9757,0.9757,1
PCA_L_6_Uniform,sub-15,KNN,0.0084,0.0084,1
PCA_L_6_Uniform,sub-15,MLP_(Neural_Network),0.0,0.0,1
PCA_L_6_Uniform,sub-15,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-15,XGBoost,0.8649,0.8649,1
PCA_L_6_Uniform,sub-16,KNN,0.3208,0.3208,1
PCA_L_6_Uniform,sub-16,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-16,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-16,XGBoost,0.9881,0.9881,1
PCA_L_6_Uniform,sub-17,KNN,0.3223,0.3223,1
PCA_L_6_Uniform,sub-17,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-17,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-17,XGBoost,0.9689,0.9689,1
PCA_L_6_Uniform,sub-18,KNN,0.3716,0.3716,1
PCA_L_6_Uniform,sub-18,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-18,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-18,XGBoost,0.9623,0.9623,1
PCA_L_6_Uniform,sub-19,KNN,0.7267,0.7267,1
PCA_L_6_Uniform,sub-19,MLP_(Neural_Network),0.9967,0.9967,1
PCA_L_6_Uniform,sub-19,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-19,XGBoost,0.9967,0.9967,1
PCA_L_6_Uniform,sub-20,KNN,0.8503,0.8503,1
PCA_L_6_Uniform,sub-20,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-20,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-20,XGBoost,0.9982,0.9982,1
PCA_L_6_Uniform,sub-21,KNN,0.7664,0.7664,1
PCA_L_6_Uniform,sub-21,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-21,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-21,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-22,KNN,0.3963,0.3963,1
PCA_L_6_Uniform,sub-22,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-22,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-22,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-23,KNN,0.3131,0.3131,1
PCA_L_6_Uniform,sub-23,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-23,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-23,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-24,KNN,0.3723,0.3723,1
PCA_L_6_Uniform,sub-24,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-24,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-24,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-25,KNN,0.0092,0.0092,1
PCA_L_6_Uniform,sub-25,MLP_(Neural_Network),0.9839,0.9839,1
PCA_L_6_Uniform,sub-25,SVM,0.9057,0.9057,1
PCA_L_6_Uniform,sub-25,XGBoost,0.8,0.8,1
PCA_L_6_Uniform,sub-26,KNN,0.005,0.005,1
PCA_L_6_Uniform,sub-26,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-26,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-26,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-27,KNN,0.0173,0.0173,1
PCA_L_6_Uniform,sub-27,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-27,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-27,XGBoost,0.9981,0.9981,1
PCA_L_6_Uniform,sub-28,KNN,0.0516,0.0516,1
PCA_L_6_Uniform,sub-28,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-28,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-28,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-29,KNN,0.0366,0.0366,1
PCA_L_6_Uniform,sub-29,MLP_(Neural_Network),1.0,1.0,1
PCA_L_6_Uniform,sub-29,SVM,1.0,1.0,1
PCA_L_6_Uniform,sub-29,XGBoost,1.0,1.0,1
PCA_L_6_Uniform,sub-30,KNN,0.0183,0.0183,1
